T,ρ,u,h,s,cv,cp,w
470.000,876.28600,828.668,842.933,2.2841,3.3225,4.4223,1380.20
480.000,864.82300,872.930,887.384,2.3777,3.2866,4.4689,1349.40
490.000,852.81500,917.675,932.332,2.4703,3.2523,4.5221,1316.50
500.000,840.21300,962.975,977.852,2.5623,3.2196,4.5832,1281.60
510.000,826.95700,1008.910,1024.030,2.6537,3.1886,4.6538,1244.50
520.000,812.97000,1055.590,1070.970,2.7449,3.1594,4.7360,1205.10
530.000,798.15500,1103.130,1118.800,2.8360,3.1320,4.8326,1163.20
540.000,782.38500,1151.700,1167.680,2.9273,3.1067,4.9479,1118.50
550.000,765.49000,1201.510,1217.840,3.0194,3.0838,5.0879,1070.80
560.000,747.23700,1252.820,1269.550,3.1126,3.0639,5.2622,1019.40
570.000,727.28900,1306.060,1323.240,3.2076,3.0477,5.4862,963.63
580.000,705.13500,1361.810,1379.530,3.3055,3.0368,5.7879,902.18
590.000,679.92300,1421.050,1439.440,3.4079,3.0341,6.2229,833.01
600.000,650.03900,1485.630,1504.860,3.5178,3.0462,6.9279,751.97
600.963,646.80700,1492.260,1511.580,3.5290,3.0486,7.0212,743.25
600.963,74.09700,2505.610,2674.310,5.4638,3.3417,9.3478,456.25
610.000,67.91200,2562.290,2746.350,5.5828,2.9481,6.9550,480.22
620.000,63.18800,2611.200,2809.030,5.6847,2.7016,5.7061,499.85
630.000,59.61200,2652.420,2862.110,5.7697,2.5339,4.9656,515.87
640.000,56.73300,2688.800,2909.130,5.8437,2.4085,4.4663,529.67
650.000,54.32600,2721.800,2951.890,5.9101,2.3106,4.1046,541.93
675.000,49.62500,2794.660,3046.550,6.0530,2.1409,3.5257,568.04
700.000,46.08500,2858.900,3130.140,6.1747,2.0359,3.1881,589.89
725.000,43.25200,2917.950,3206.960,6.2825,1.9684,2.9723,609.00
750.000,40.89400,2973.660,3279.330,6.3807,1.9244,2.8263,626.19
775.000,38.87800,3027.110,3348.630,6.4716,1.8960,2.7240,641.95
800.000,37.12000,3079.020,3415.760,6.5568,1.8782,2.6505,656.60
825.000,35.56300,3129.840,3481.320,6.6375,1.8681,2.5971,670.37
850.000,34.16900,3179.910,3545.740,6.7144,1.8637,2.5581,683.41
900.000,31.75800,3278.700,3672.300,6.8591,1.8663,2.5096,707.74
950.000,29.73000,3376.670,3797.120,6.9941,1.8792,2.4867,730.24
1000.000,27.98700,3474.600,3921.230,7.1214,1.8983,2.4797,751.33
1050.000,26.46600,3572.960,4045.260,7.2425,1.9215,2.4831,771.28
1100.000,25.12200,3672.080,4169.660,7.3582,1.9472,2.4935,790.29
1150.000,23.92200,3772.160,4294.690,7.4694,1.9745,2.5086,808.52
1200.000,22.84200,3873.330,4420.560,7.5765,2.0026,2.5269,826.08
1250.000,21.86400,3975.680,4547.410,7.6801,2.0311,2.5473,843.06
1273.000,21.44300,4023.180,4606.110,7.7266,2.0442,2.5572,850.69
,,,,,,,
P=15.0MPa,,,,,,,
272.025,1007.27000,-4.493,10.398,-0.0167,4.1519,4.1524,1420.80
275.000,1007.29000,7.854,22.746,0.0285,4.1484,4.1485,1435.60
280.000,1007.04000,28.581,43.476,0.1032,4.1398,4.1440,1458.50
285.000,1006.46000,49.285,64.189,0.1765,4.1285,4.1414,1478.80
290.000,1005.60000,69.976,84.892,0.2485,4.1151,4.1403,1496.80
295.000,1004.49000,90.660,105.593,0.3193,4.0998,4.1401,1512.70
300.000,1003.14000,111.342,126.295,0.3889,4.0830,4.1407,1526.50
305.000,1001.59000,132.024,147.001,0.4573,4.0647,4.1418,1538.60
310.000,999.84400,152.711,167.713,0.5247,4.0453,4.1433,1549.00
315.000,997.92000,173.403,188.434,0.5910,4.0247,4.1451,1557.80
320.000,995.83000,194.101,209.164,0.6563,4.0032,4.1471,1565.20
325.000,993.58200,214.808,229.905,0.7206,3.9809,4.1493,1571.20
330.000,991.18600,235.524,250.657,0.7840,3.9579,4.1516,1575.90
335.000,988.64900,256.249,271.422,0.8464,3.9343,4.1542,1579.50
340.000,985.97700,276.986,292.200,0.9080,3.9103,4.1570,1581.90
345.000,983.17600,297.735,312.992,0.9687,3.8859,4.1600,1583.30
350.000,980.25100,318.498,333.800,1.0286,3.8612,4.1632,1583.80
355.000,977.20700,339.275,354.625,1.0876,3.8363,4.1668,1583.30
360.000,974.04600,360.069,375.468,1.1459,3.8113,4.1707,1581.90
365.000,970.77200,380.881,396.332,1.2035,3.7863,4.1750,1579.80
370.000,967.38900,401.713,417.219,1.2603,3.7614,4.1796,1576.80
375.000,963.89700,422.567,438.129,1.3165,3.7365,4.1847,1573.10
380.000,960.30000,443.447,459.067,1.3719,3.7118,4.1903,1568.60
385.000,956.59900,464.352,480.033,1.4267,3.6873,4.1964,1563.50
390.000,952.79500,485.288,501.031,1.4809,3.6630,4.2030,1557.70
395.000,948.89000,506.256,522.064,1.5345,3.6390,4.2101,1551.30
400.000,944.88400,527.258,543.133,1.5875,3.6152,4.2179,1544.30
410.000,936.57200,569.382,585.398,1.6919,3.5687,4.2354,1528.40
420.000,927.85900,611.684,627.850,1.7942,3.5236,4.2556,1510.30
430.000,918.74300,654.194,670.521,1.8946,3.4800,4.2790,1490.00
440.000,909.21600,696.943,713.441,1.9933,3.4379,4.3057,1467.60
450.000,899.26500,739.967,756.647,2.0904,3.3973,4.3362,1443.20
460.000,888.87400,783.303,800.179,2.1860,3.3584,4.3709,1416.90
470.000,878.02000,826.997,844.081,2.2804,3.3210,4.4104,1388.50
480.000,866.67500,871.096,888.404,2.3738,3.2852,4.4553,1358.20
490.000,854.80300,915.659,933.207,2.4661,3.2509,4.5065,1326.00
500.000,842.35900,960.750,978.557,2.5578,3.2182,4.5650,1291.70
510.000,829.28800,1006.450,1024.540,2.6488,3.1872,4.6324,1255.30
520.000,815.52000,1052.850,1071.240,2.7395,3.1578,4.7104,1216.80
530.000,800.96700,1100.060,1118.790,2.8301,3.1303,4.8016,1176.00
540.000,785.51700,1148.230,1167.330,2.9208,3.1047,4.9096,1132.60
550.000,769.02000,1197.550,1217.050,3.0120,3.0813,5.0395,1086.40
560.000,751.27600,1248.250,1268.220,3.1042,3.0606,5.1990,1036.90
570.000,732.00300,1300.680,1321.170,3.1979,3.0433,5.4004,983.55
580.000,710.78500,1355.330,1376.430,3.2940,3.0304,5.6647,925.40
590.000,686.96700,1412.960,1434.800,3.3938,3.0240,6.0308,861.00
600.000,659.40700,1474.910,1497.650,3.4994,3.0282,6.5830,787.74
610.000,625.74700,1543.830,1567.810,3.6154,3.0539,7.5565,699.84
615.305,603.51800,1585.350,1610.200,3.6846,3.0873,8.5132,642.00
615.305,96.72700,2455.620,2610.700,5.3106,3.5826,12.9670,437.53
620.000,90.36200,2497.640,2663.640,5.3963,3.2813,9.9684,455.29
630.000,81.55300,2563.700,2747.630,5.5308,2.9240,7.2506,482.00
640.000,75.64000,2614.790,2813.100,5.6339,2.7066,5.9668,501.93
650.000,71.18600,2657.890,2868.610,5.7200,2.5511,5.1902,518.37
675.000,63.33700,2746.510,2983.340,5.8933,2.2981,4.1243,551.01
700.000,57.94200,2820.070,3078.950,6.0324,2.1479,3.5762,576.75
725.000,53.85000,2885.380,3163.930,6.1517,2.0524,3.2474,598.48
750.000,50.56400,2945.610,3242.260,6.2580,1.9899,3.0329,617.57
775.000,47.82600,3002.490,3316.130,6.3549,1.9484,2.8855,634.77
800.000,45.48400,3057.100,3386.890,6.4448,1.9212,2.7808,650.56
825.000,43.44100,3110.110,3455.410,6.5291,1.9040,2.7047,665.24
850.000,41.63200,3161.990,3522.290,6.6090,1.8941,2.6486,679.04
900.000,38.54800,3263.610,3652.730,6.7581,1.8890,2.5765,704.55
950.000,35.98800,3363.690,3780.490,6.8963,1.8968,2.5382,727.93
1000.000,33.81100,3463.260,3906.900,7.0259,1.9124,2.5207,749.69
1050.000,31.92500,3562.940,4032.790,7.1488,1.9329,2.5165,770.17
1100.000,30.26800,3663.130,4158.700,7.2659,1.9567,2.5213,789.62
1150.000,28.79600,3764.100,4285.010,7.3782,1.9825,2.5320,808.20
1200.000,27.47500,3866.020,4411.970,7.4863,2.0095,2.5469,826.04
1250.000,26.28200,3969.020,4539.750,7.5906,2.0371,2.5646,843.26
1273.000,25.77100,4016.790,4598.840,7.6375,2.0498,2.5734,850.99
,,,,,,,
P=17.5MPa,,,,,,,
271.830,1008.50000,-5.263,12.089,-0.0196,4.1415,4.1418,1423.90
275.000,1008.50000,7.861,25.213,0.0284,4.1382,4.1385,1439.70
280.000,1008.21000,28.539,45.896,0.1029,4.1303,4.1352,1462.60
285.000,1007.61000,49.200,66.567,0.1761,4.1196,4.1335,1482.90
290.000,1006.72000,69.850,87.233,0.2480,4.1067,4.1330,1500.90
295.000,1005.59000,90.496,107.899,0.3187,4.0919,4.1334,1516.80
300.000,1004.23000,111.142,128.568,0.3881,4.0754,4.1344,1530.70
305.000,1002.66000,131.790,149.244,0.4565,4.0576,4.1358,1542.80
310.000,1000.91000,152.443,169.927,0.5237,4.0385,4.1376,1553.30
315.000,998.97900,173.102,190.620,0.5900,4.0183,4.1396,1562.10
320.000,996.88400,193.769,211.323,0.6552,3.9971,4.1417,1569.50
325.000,994.63500,214.443,232.038,0.7194,3.9751,4.1441,1575.60
330.000,992.23900,235.127,252.764,0.7827,3.9523,4.1465,1580.40
335.000,989.70400,255.821,273.503,0.8451,3.9290,4.1492,1584.00
340.000,987.03600,276.526,294.256,0.9066,3.9052,4.1520,1586.50
345.000,984.24100,297.243,315.023,0.9672,3.8810,4.1550,1588.00
350.000,981.32300,317.973,335.806,1.0270,3.8566,4.1583,1588.50
355.000,978.28700,338.718,356.606,1.0860,3.8319,4.1618,1588.10
360.000,975.13600,359.479,377.425,1.1442,3.8072,4.1656,1586.80
365.000,971.87300,380.257,398.263,1.2017,3.7824,4.1698,1584.70
370.000,968.50200,401.055,419.124,1.2585,3.7576,4.1744,1581.90
375.000,965.02500,421.874,440.008,1.3146,3.7329,4.1794,1578.30
380.000,961.44300,442.717,460.919,1.3700,3.7084,4.1849,1573.90
385.000,957.75900,463.586,481.858,1.4247,3.6840,4.1908,1568.90
390.000,953.97300,484.484,502.828,1.4788,3.6599,4.1973,1563.20
395.000,950.08700,505.413,523.832,1.5323,3.6360,4.2043,1556.90
400.000,946.10200,526.376,544.873,1.5853,3.6124,4.2119,1550.00
410.000,937.83600,568.415,587.075,1.6895,3.5662,4.2290,1534.40
420.000,929.17700,610.627,629.461,1.7916,3.5213,4.2487,1516.60
430.000,920.12100,653.039,672.059,1.8918,3.4778,4.2714,1496.60
440.000,910.66200,695.683,714.900,1.9903,3.4359,4.2974,1474.60
450.000,900.78800,738.591,758.018,2.0872,3.3956,4.3270,1450.50
460.000,890.48500,781.800,801.453,2.1827,3.3567,4.3606,1424.60
470.000,879.73000,825.353,845.246,2.2769,3.3194,4.3988,1396.70
480.000,868.49900,869.296,889.445,2.3699,3.2837,4.4421,1366.90
490.000,856.75700,913.682,934.107,2.4620,3.2495,4.4914,1335.20
500.000,844.46500,958.573,979.296,2.5533,3.2169,4.5476,1301.60
510.000,831.56900,1004.040,1025.090,2.6440,3.1858,4.6119,1266.00
520.000,818.00900,1050.170,1071.570,2.7342,3.1564,4.6861,1228.30
530.000,803.70300,1097.070,1118.850,2.8243,3.1287,4.7724,1188.40
540.000,788.55200,1144.870,1167.070,2.9144,3.1028,4.8739,1146.20
550.000,772.42300,1193.730,1216.390,3.0049,3.0791,4.9948,1101.40
560.000,755.14300,1243.870,1267.050,3.0962,3.0577,5.1416,1053.60
570.000,736.47200,1295.580,1319.340,3.1888,3.0394,5.3241,1002.40
580.000,716.07000,1349.260,1373.700,3.2833,3.0249,5.5584,947.07
590.000,693.41800,1405.540,1430.770,3.3808,3.0157,5.8728,886.56
600.000,667.67100,1465.390,1491.600,3.4831,3.0146,6.3228,819.13
610.000,637.27100,1530.630,1558.090,3.5930,3.0278,7.0397,741.49
620.000,598.61600,1605.360,1634.600,3.7173,3.0734,8.4602,645.14
627.821,554.66200,1679.220,1710.770,3.8394,3.1926,11.7430,534.92
627.821,126.12000,2390.540,2529.300,5.1431,3.8530,20.3060,415.08
630.000,119.56000,2421.730,2568.100,5.2048,3.6249,15.8330,428.07
640.000,102.67000,2514.880,2685.320,5.3896,3.1125,9.2496,465.31
650.000,93.22500,2578.000,2765.720,5.5143,2.8484,7.0988,489.66
675.000,79.47200,2691.430,2911.640,5.7348,2.4758,4.9568,532.05
700.000,71.23000,2777.450,3023.130,5.8971,2.2699,4.0638,562.73
725.000,65.39600,2850.470,3118.070,6.0304,2.1421,3.5737,587.53
750.000,60.90700,2916.010,3203.330,6.1460,2.0586,3.2690,608.75
775.000,57.27400,2976.800,3282.350,6.2497,2.0029,3.0654,627.51
800.000,54.23100,3034.410,3357.110,6.3446,1.9655,2.9231,644.51
825.000,51.61900,3089.810,3428.830,6.4329,1.9408,2.8204,660.15
850.000,49.33700,3143.640,3498.350,6.5160,1.9251,2.7448,674.73
900.000,45.49800,3248.260,3632.890,6.6698,1.9120,2.6463,701.45
950.000,42.35800,3350.560,3763.700,6.8112,1.9144,2.5915,725.71
1000.000,39.71400,3451.820,3892.470,6.9434,1.9264,2.5628,748.14
1050.000,37.44000,3552.840,4020.250,7.0680,1.9444,2.5506,769.14
1100.000,35.45500,3654.130,4147.720,7.1866,1.9662,2.5494,789.01
1150.000,33.69800,3756.010,4275.320,7.3001,1.9905,2.5557,807.93
1200.000,32.12900,3858.700,4403.370,7.4091,2.0163,2.5671,826.06
1250.000,30.71600,3962.350,4532.090,7.5142,2.0430,2.5820,843.51
1273.000,30.11100,4010.380,4591.560,7.5613,2.0554,2.5898,851.33
,,,,,,,
P=20.0MPa,,,,,,,
271.633,1009.72000,-6.041,13.767,-0.0225,4.1311,4.1313,1427.00
275.000,1009.70000,7.864,27.672,0.0283,4.1282,4.1288,1443.90
280.000,1009.38000,28.496,48.310,0.1027,4.1209,4.1265,1466.70
285.000,1008.74000,49.113,68.940,0.1757,4.1108,4.1257,1487.00
290.000,1007.83000,69.724,89.569,0.2475,4.0984,4.1259,1505.00
295.000,1006.68000,90.333,110.200,0.3180,4.0840,4.1268,1521.00
300.000,1005.31000,110.943,130.838,0.3874,4.0680,4.1282,1534.90
305.000,1003.73000,131.558,151.483,0.4557,4.0505,4.1300,1547.10
310.000,1001.97000,152.177,172.138,0.5228,4.0318,4.1320,1557.50
315.000,1000.03000,172.804,192.803,0.5890,4.0119,4.1342,1566.40
320.000,997.93300,193.439,213.480,0.6541,3.9910,4.1365,1573.90
325.000,995.68200,214.082,234.169,0.7182,3.9693,4.1389,1580.00
330.000,993.28600,234.734,254.870,0.7814,3.9468,4.1415,1584.80
335.000,990.75300,255.397,275.584,0.8437,3.9238,4.1442,1588.50
340.000,988.08900,276.071,296.312,0.9052,3.9002,4.1470,1591.10
345.000,985.29900,296.756,317.054,0.9657,3.8763,4.1501,1592.70
350.000,982.38800,317.454,337.813,1.0255,3.8520,4.1533,1593.20
355.000,979.36000,338.167,358.588,1.0844,3.8276,4.1568,1592.90
360.000,976.21900,358.894,379.382,1.1426,3.8031,4.1607,1591.70
365.000,972.96700,379.640,400.195,1.2000,3.7784,4.1648,1589.70
370.000,969.60800,400.403,421.030,1.2567,3.7539,4.1693,1586.90
375.000,966.14500,421.188,441.889,1.3127,3.7294,4.1742,1583.40
380.000,962.57800,441.996,462.773,1.3680,3.7050,4.1796,1579.20
385.000,958.91000,462.829,483.686,1.4227,3.6808,4.1854,1574.20
390.000,955.14200,483.689,504.628,1.4767,3.6568,4.1917,1568.70
395.000,951.27500,504.580,525.604,1.5302,3.6331,4.1986,1562.50
400.000,947.31100,525.503,546.615,1.5830,3.6096,4.2060,1555.70
410.000,939.09000,567.459,588.757,1.6871,3.5636,4.2226,1540.30
420.000,930.48200,609.583,631.077,1.7891,3.5189,4.2419,1522.80
430.000,921.48500,651.900,673.604,1.8891,3.4757,4.2640,1503.10
440.000,912.09200,694.440,716.368,1.9874,3.4340,4.2893,1481.40
450.000,902.29400,737.235,759.401,2.0841,3.3938,4.3180,1457.70
460.000,892.07500,780.321,802.741,2.1794,3.3551,4.3506,1432.20
470.000,881.41700,823.737,846.427,2.2733,3.3179,4.3875,1404.70
480.000,870.29600,867.527,890.508,2.3662,3.2823,4.4294,1375.40
490.000,858.68000,911.742,935.034,2.4580,3.2482,4.4768,1344.30
500.000,846.53200,956.440,980.066,2.5489,3.2155,4.5308,1311.30
510.000,833.80500,1001.690,1025.670,2.6393,3.1845,4.5924,1276.30
520.000,820.44100,1047.570,1071.940,2.7291,3.1550,4.6631,1239.50
530.000,806.36900,1094.170,1118.970,2.8187,3.1271,4.7449,1200.50
540.000,791.49700,1141.620,1166.890,2.9082,3.1011,4.8404,1159.40
550.000,775.71000,1190.060,1215.840,2.9981,3.0770,4.9533,1115.80
560.000,758.85500,1239.670,1266.030,3.0885,3.0551,5.0891,1069.60
570.000,740.72800,1290.720,1317.720,3.1800,3.0359,5.2556,1020.30
580.000,721.04400,1343.550,1371.280,3.2731,3.0201,5.4654,967.43
590.000,699.38600,1398.650,1427.240,3.3688,3.0087,5.7396,910.18
600.000,675.10900,1456.790,1486.410,3.4682,3.0038,6.1168,847.35
610.000,647.11300,1519.270,1550.180,3.5736,3.0091,6.6775,776.90
620.000,613.22900,1588.620,1621.240,3.6891,3.0337,7.6336,694.57
630.000,567.64400,1671.500,1706.730,3.8259,3.1104,9.8619,587.65
638.899,490.18800,1786.410,1827.210,4.0156,3.5181,22.9970,413.72
638.899,170.50000,2295.040,2412.350,4.9314,4.2431,45.5500,384.13
640.000,160.50000,2328.350,2452.960,4.9950,3.9874,30.8490,397.61
650.000,126.49000,2467.030,2625.150,5.2622,3.2490,11.6430,451.23
675.000,99.22100,2626.900,2828.470,5.5698,2.6761,6.1893,510.66
700.000,86.38000,2730.240,2961.780,5.7639,2.4016,4.6890,547.76
725.000,78.08800,2812.910,3069.030,5.9145,2.2368,3.9636,576.19
750.000,72.02700,2884.730,3162.400,6.0411,2.1304,3.5394,599.77
775.000,67.28000,2949.970,3247.240,6.1524,2.0593,3.2657,620.23
800.000,63.39600,3010.920,3326.400,6.2530,2.0110,3.0783,638.50
825.000,60.12100,3068.930,3401.600,6.3456,1.9783,2.9447,655.14
850.000,57.29600,3124.860,3473.930,6.4319,1.9566,2.8470,670.52
900.000,52.61500,3232.660,3612.790,6.5907,1.9351,2.7193,698.45
950.000,48.84100,3337.270,3746.760,6.7356,1.9322,2.6465,723.58
1000.000,45.69600,3440.280,3877.960,6.8702,1.9405,2.6058,746.67
1050.000,43.01200,3542.690,4007.670,6.9968,1.9558,2.5853,768.20
1100.000,40.68200,3645.090,4136.710,7.1168,1.9757,2.5780,788.47
1150.000,38.63000,3747.890,4265.620,7.2314,1.9985,2.5796,807.72
1200.000,36.80400,3851.360,4394.780,7.3414,2.0231,2.5875,826.13
1250.000,35.16400,3955.670,4524.440,7.4472,2.0488,2.5996,843.81
1273.000,34.46300,4003.980,4584.300,7.4947,2.0609,2.6062,851.73
,,,,,,,
P=22.5MPa,,,,,,,
271.435,1010.95000,-6.821,15.435,-0.0255,4.1209,4.1210,1430.10
275.000,1010.90000,7.866,30.123,0.0283,4.1184,4.1193,1448.00
280.000,1010.54000,28.451,50.716,0.1025,4.1118,4.1181,1470.80
285.000,1009.87000,49.026,71.306,0.1754,4.1022,4.1181,1491.10
290.000,1008.94000,69.598,91.899,0.2470,4.0902,4.1190,1509.20
295.000,1007.77000,90.170,112.497,0.3174,4.0763,4.1204,1525.10
300.000,1006.38000,110.746,133.103,0.3867,4.0606,4.1222,1539.10
305.000,1004.79000,131.326,153.719,0.4548,4.0435,4.1242,1551.30
310.000,1003.02000,151.913,174.346,0.5219,4.0251,4.1265,1561.80
315.000,1001.08000,172.508,194.984,0.5879,4.0056,4.1289,1570.70
320.000,998.97600,193.111,215.634,0.6530,3.9850,4.1313,1578.20
325.000,996.72300,213.723,236.297,0.7171,3.9636,4.1339,1584.40
330.000,994.32800,234.345,256.973,0.7802,3.9414,4.1365,1589.30
335.000,991.79700,254.977,277.663,0.8424,3.9186,4.1393,1593.00
340.000,989.13600,275.619,298.366,0.9038,3.8953,4.1422,1595.70
345.000,986.35100,296.273,319.085,0.9643,3.8716,4.1452,1597.30
350.000,983.44700,316.940,339.819,1.0239,3.8476,4.1485,1597.90
355.000,980.42700,337.621,360.570,1.0828,3.8233,4.1520,1597.70
360.000,977.29500,358.316,381.339,1.1409,3.7990,4.1557,1596.60
365.000,974.05400,379.028,402.128,1.1982,3.7746,4.1598,1594.60
370.000,970.70700,399.759,422.938,1.2549,3.7501,4.1643,1591.90
375.000,967.25700,420.510,443.771,1.3108,3.7258,4.1691,1588.50
380.000,963.70500,441.282,464.630,1.3661,3.7016,4.1744,1584.40
385.000,960.05300,462.079,485.516,1.4207,3.6776,4.1801,1579.50
390.000,956.30200,482.903,506.431,1.4746,3.6537,4.1863,1574.10
395.000,952.45400,503.756,527.379,1.5280,3.6301,4.1930,1568.00
400.000,948.51000,524.640,548.362,1.5808,3.6068,4.2002,1561.30
410.000,940.33400,566.515,590.443,1.6847,3.5611,4.2165,1546.20
420.000,931.77600,608.552,632.699,1.7865,3.5166,4.2352,1528.90
430.000,922.83600,650.775,675.157,1.8864,3.4736,4.2568,1509.50
440.000,913.50800,693.214,717.844,1.9846,3.4321,4.2813,1488.10
450.000,903.78200,735.899,760.794,2.0811,3.3920,4.3092,1464.80
460.000,893.64600,778.864,804.042,2.1761,3.3535,4.3409,1439.70
470.000,883.08100,822.146,847.625,2.2699,3.3164,4.3766,1412.60
480.000,872.06600,865.789,891.590,2.3624,3.2809,4.4171,1383.80
490.000,860.57100,909.839,935.984,2.4540,3.2468,4.4628,1353.20
500.000,848.56200,954.350,980.866,2.5446,3.2142,4.5146,1320.80
510.000,835.99600,999.387,1026.300,2.6346,3.1832,4.5736,1286.50
520.000,822.82000,1045.020,1072.370,2.7241,3.1536,4.6411,1250.40
530.000,808.96900,1091.340,1119.160,2.8132,3.1257,4.7188,1212.30
540.000,794.36000,1138.460,1166.780,2.9022,3.0994,4.8089,1172.10
550.000,778.89100,1186.500,1215.390,2.9914,3.0750,4.9148,1129.80
560.000,762.42800,1235.640,1265.150,3.0810,3.0527,5.0408,1085.00
570.000,744.79400,1286.080,1316.290,3.1716,3.0328,5.1935,1037.40
580.000,725.75000,1338.140,1369.140,3.2635,3.0159,5.3830,986.68
590.000,704.95400,1392.210,1424.130,3.3575,3.0028,5.6253,932.21
600.000,681.90000,1448.910,1481.910,3.4546,2.9950,5.9481,873.13
610.000,655.77800,1509.220,1543.530,3.5564,2.9949,6.4043,808.11
620.000,625.14900,1574.830,1610.820,3.6658,3.0078,7.1128,734.76
630.000,586.92700,1649.380,1687.710,3.7888,3.0474,8.4284,647.47
640.000,531.38500,1744.160,1786.500,3.9443,3.1724,12.1420,529.59
650.000,218.27800,2221.620,2324.700,4.7753,4.2412,65.2720,368.68
675.000,124.87000,2548.450,2728.640,5.3885,2.9018,8.1990,486.04
700.000,104.02000,2677.420,2893.720,5.6289,2.5422,5.5112,531.81
725.000,92.17800,2772.360,3016.450,5.8013,2.3359,4.4330,564.50
750.000,84.04300,2851.620,3119.340,5.9409,2.2046,3.8495,590.71
775.000,77.90900,2921.950,3210.750,6.0608,2.1171,3.4885,612.98
800.000,73.01700,2986.610,3294.760,6.1675,2.0574,3.2473,632.57
825.000,68.96700,3047.460,3373.710,6.2647,2.0164,3.0780,650.23
850.000,65.52300,3105.650,3449.040,6.3547,1.9884,2.9552,666.43
900.000,59.90300,3216.820,3592.430,6.5186,1.9584,2.7953,695.57
950.000,55.43900,3323.830,3729.680,6.6671,1.9500,2.7031,721.57
1000.000,51.75700,3428.660,3863.380,6.8042,1.9545,2.6498,745.31
1050.000,48.64000,3532.480,3995.060,6.9327,1.9672,2.6205,767.34
1100.000,45.94900,3636.020,4125.690,7.0543,1.9851,2.6069,788.01
1150.000,43.59100,3739.750,4255.920,7.1701,2.0064,2.6038,807.59
1200.000,41.49900,3844.000,4386.190,7.2809,2.0299,2.6079,826.26
1250.000,39.62600,3948.980,4516.800,7.3876,2.0547,2.6171,844.16
1273.000,38.82700,3997.560,4577.050,7.4353,2.0664,2.6226,852.17
,,,,,,,
P=25.0MPa,,,,,,,
271.235,1012.16000,-7.609,17.090,-0.0285,4.1109,4.1109,1433.30
275.000,1012.09000,7.865,32.566,0.0282,4.1088,4.1100,1452.20
280.000,1011.69000,28.404,53.115,0.1022,4.1027,4.1099,1474.90
285.000,1011.00000,48.939,73.667,0.1750,4.0936,4.1107,1495.30
290.000,1010.04000,69.472,94.224,0.2465,4.0821,4.1121,1513.30
295.000,1008.85000,90.008,114.789,0.3168,4.0686,4.1140,1529.30
300.000,1007.45000,110.549,135.364,0.3859,4.0534,4.1162,1543.30
305.000,1005.85000,131.096,155.951,0.4540,4.0366,4.1186,1555.50
310.000,1004.07000,151.651,176.550,0.5210,4.0186,4.1211,1566.00
315.000,1002.12000,172.215,197.162,0.5869,3.9993,4.1236,1575.00
320.000,1000.01000,192.787,217.786,0.6519,3.9791,4.1262,1582.60
325.000,997.75900,213.368,238.424,0.7159,3.9579,4.1289,1588.80
330.000,995.36400,233.959,259.076,0.7790,3.9360,4.1316,1593.70
335.000,992.83400,254.560,279.741,0.8411,3.9134,4.1344,1597.50
340.000,990.17700,275.172,300.420,0.9024,3.8904,4.1374,1600.20
345.000,987.39700,295.795,321.114,0.9628,3.8669,4.1404,1601.90
350.000,984.49900,316.431,341.825,1.0224,3.8431,4.1437,1602.60
355.000,981.48700,337.080,362.552,1.0812,3.8191,4.1472,1602.40
360.000,978.36500,357.744,383.297,1.1392,3.7949,4.1509,1601.40
365.000,975.13400,378.424,404.061,1.1965,3.7707,4.1549,1599.50
370.000,971.79900,399.121,424.847,1.2531,3.7465,4.1593,1596.90
375.000,968.36200,419.838,445.655,1.3089,3.7223,4.1641,1593.60
380.000,964.82400,440.576,466.488,1.3641,3.6982,4.1692,1589.50
385.000,961.18800,461.338,487.348,1.4187,3.6744,4.1748,1584.80
390.000,957.45400,482.126,508.237,1.4726,3.6507,4.1809,1579.50
395.000,953.62400,502.941,529.157,1.5259,3.6272,4.1874,1573.50
400.000,949.69900,523.788,550.112,1.5786,3.6040,4.1945,1566.90
410.000,941.56700,565.583,592.134,1.6823,3.5585,4.2104,1552.00
420.000,933.05900,607.534,634.327,1.7840,3.5143,4.2287,1535.00
430.000,924.17400,649.665,676.716,1.8838,3.4715,4.2496,1515.90
440.000,914.90900,692.005,719.330,1.9817,3.4302,4.2736,1494.80
450.000,905.25400,734.582,762.198,2.0781,3.3903,4.3007,1471.90
460.000,895.19800,777.429,805.355,2.1729,3.3519,4.3314,1447.10
470.000,884.72400,820.582,848.839,2.2664,3.3149,4.3660,1420.50
480.000,873.81100,864.080,892.691,2.3588,3.2795,4.4051,1392.10
490.000,862.43300,907.970,936.958,2.4500,3.2455,4.4492,1362.00
500.000,850.55800,952.302,981.694,2.5404,3.2130,4.4991,1330.10
510.000,838.14600,997.135,1026.960,2.6300,3.1819,4.5557,1296.50
520.000,825.14900,1042.540,1072.830,2.7191,3.1523,4.6201,1261.10
530.000,811.50600,1088.590,1119.400,2.8078,3.1243,4.6940,1223.80
540.000,797.14500,1135.390,1166.750,2.8963,3.0979,4.7793,1184.60
550.000,781.97300,1183.060,1215.030,2.9849,3.0732,4.8788,1143.30
560.000,765.87300,1231.750,1264.390,3.0738,3.0505,4.9962,1099.80
570.000,748.69000,1281.640,1315.030,3.1635,3.0300,5.1370,1053.80
580.000,730.22100,1333.000,1367.230,3.2543,3.0122,5.3093,1005.00
590.000,710.18300,1386.160,1421.360,3.3468,2.9977,5.5256,952.89
